Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Muppets From Space,16304786.0,16304786.0,,24000000.0,Jul 14 1999,G,88.0,Sony Pictures,Based on TV,Comedy,Kids Fiction,Tim Hill,62.0,6.1,5945.0
Murder by Numbers,31874869.0,56643267.0,,50000000.0,Apr 19 2002,R,120.0,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Barbet Schroeder,31.0,5.9,22318.0
Night at the Museum,250863268.0,574480841.0,153389976.0,110000000.0,Dec 22 2006,PG,108.0,20th Century Fox,Based on Book/Short Story,Comedy,Fantasy,Shawn Levy,43.0,6.4,67133.0
The Musketeer,27053815.0,27053815.0,,40000000.0,Sep 07 2001,PG-13,104.0,Universal,Based on Book/Short Story,Adventure,Historical Fiction,Peter Hyams,10.0,4.4,7812.0
Music and Lyrics,50572589.0,145556146.0,21145518.0,40000000.0,Feb 14 2007,PG-13,96.0,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,63.0,6.6,32307.0
Miami Vice,63478838.0,163818556.0,37652030.0,135000000.0,Jul 28 2006,R,132.0,Universal,Based on TV,Action,Contemporary Fiction,Michael Mann,47.0,6.0,51921.0
Monsters vs. Aliens,198351526.0,381687380.0,83851943.0,175000000.0,Mar 27 2009,PG,95.0,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Fantasy,Rob Letterman,72.0,6.8,26582.0
The Mexican,66808615.0,147808615.0,,40000000.0,Mar 02 2001,R,124.0,Dreamworks SKG,Original Screenplay,Action,Contemporary Fiction,Gore Verbinski,55.0,5.9,37696.0
My Best Friend's Wedding,126813153.0,287200000.0,,46000000.0,Jun 20 1997,PG-13,105.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,P.J. Hogan,72.0,6.2,37287.0
"Dude, Where's My Car?",46729374.0,73180297.0,,14000000.0,Dec 15 2000,PG-13,83.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,19.0,,
My Dog Skip,34099640.0,35512760.0,,7000000.0,Jan 12 2000,PG,95.0,Warner Bros.,Original Screenplay,Drama,Kids Fiction,Jay Russell,72.0,6.9,9029.0
My Favorite Martian,36850101.0,36850101.0,,60000000.0,Feb 12 1999,PG,93.0,Walt Disney Pictures,Based on TV,Comedy,Science Fiction,Donald Petrie,13.0,4.5,4918.0
My Fellow Americans,22331846.0,22331846.0,,21500000.0,Dec 20 1996,PG-13,102.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Peter Segal,50.0,6.3,6366.0
My Sister's Keeper,49200230.0,89053995.0,21467223.0,27500000.0,Jun 26 2009,PG-13,108.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Nick Cassavetes,48.0,7.4,13839.0
The Mystery Men,29762011.0,29762011.0,,68000000.0,Aug 06 1999,PG,120.0,Universal,Based on Comic/Graphic Novel,Comedy,Super Hero,,,,
Mystic River,90135191.0,156835191.0,,30000000.0,Oct 08 2003,R,137.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,87.0,8.0,119484.0
National Treasure,173005002.0,347405002.0,,100000000.0,Nov 19 2004,PG,131.0,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,Jon Turteltaub,44.0,6.9,83989.0
The Nativity Story,37629831.0,46432264.0,26142500.0,35000000.0,Dec 01 2006,PG,102.0,New Line,Based on Book/Short Story,Drama,Dramatization,Catherine Hardwicke,37.0,6.6,4701.0
Into the Blue,18782227.0,41982227.0,,50000000.0,Sep 30 2005,PG-13,109.0,Sony Pictures,Original Screenplay,Adventure,Contemporary Fiction,,21.0,5.7,22859.0
The Incredibles,261441092.0,632882184.0,,92000000.0,Nov 05 2004,PG,121.0,Walt Disney Pictures,Original Screenplay,Adventure,Super Hero,Brad Bird,97.0,8.1,159123.0
The Negotiator,44705766.0,49105766.0,,50000000.0,Jul 29 1998,R,138.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,F. Gary Gray,81.0,7.2,46511.0
The New Guy,28972187.0,28972187.0,,13000000.0,May 10 2002,PG-13,88.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,7.0,5.4,14268.0
In Good Company,45489752.0,63489752.0,,26000000.0,Dec 29 2004,PG-13,109.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Paul Weitz,84.0,6.8,25695.0
Notting Hill,116089678.0,363728226.0,,42000000.0,May 28 1999,PG-13,123.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,82.0,6.9,66362.0
Little Nicky,39442871.0,58270391.0,,80000000.0,Nov 10 2000,PG-13,90.0,New Line,Original Screenplay,Comedy,Fantasy,,21.0,5.0,35082.0
The Ninth Gate,18653746.0,58394308.0,,38000000.0,Mar 10 2000,R,133.0,Artisan,Original Screenplay,Thriller/Suspense,Fantasy,Roman Polanski,,6.6,50510.0
Night at the Museum: Battle of the Smithsonian,177243721.0,413054631.0,48547729.0,150000000.0,May 22 2009,PG,104.0,20th Century Fox,Based on Book/Short Story,Comedy,Fantasy,Shawn Levy,,5.9,25631.0
Nick and Norah's Infinite Playlist,31487293.0,31487293.0,10327750.0,10000000.0,Oct 03 2008,PG-13,90.0,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Sollett,73.0,6.8,24021.0
No Reservations,43107979.0,92107979.0,27029295.0,28000000.0,Jul 27 2007,PG,103.0,Warner Bros.,Remake,Romantic Comedy,Contemporary Fiction,,40.0,6.3,16952.0
The Notebook,81001787.0,102276787.0,,30000000.0,Jun 25 2004,PG-13,123.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Nick Cassavetes,52.0,8.0,95850.0
Napoleon Dynamite,44540956.0,46140956.0,,400000.0,Jun 11 2004,PG,82.0,Fox Searchlight,Based on Short Film,Comedy,Contemporary Fiction,Jared Hess,70.0,6.9,76557.0
The Namesake,13610521.0,20180109.0,9364773.0,8500000.0,Mar 09 2007,PG-13,122.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Mira Nair,,7.5,9700.0
Intolerable Cruelty,35327628.0,121327628.0,,60000000.0,Oct 10 2003,PG-13,100.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Joel Coen,75.0,6.4,36323.0
The Interpreter,72708161.0,163954076.0,,90000000.0,Apr 22 2005,PG-13,118.0,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sydney Pollack,58.0,6.5,38227.0
The International,25450527.0,53850527.0,7276738.0,50000000.0,Feb 13 2009,R,118.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tom Tykwer,59.0,,
The Number 23,35193167.0,76593167.0,27576238.0,32000000.0,Feb 23 2007,R,95.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,8.0,6.2,59174.0
Nurse Betty,25170054.0,27732366.0,,24000000.0,Sep 08 2000,R,110.0,USA Films,Original Screenplay,Black Comedy,Contemporary Fiction,Neil LaBute,84.0,6.4,20354.0
Jimmy Neutron: Boy Genius,80936232.0,102992536.0,,25000000.0,Dec 21 2001,G,83.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,5.9,5379.0
Nutty Professor II: The Klumps,123307945.0,161600000.0,,84000000.0,Jul 28 2000,PG-13,107.0,Universal,Remake,Comedy,Contemporary Fiction,Peter Segal,,4.3,17075.0
Finding Neverland,51676606.0,118676606.0,,25000000.0,Nov 12 2004,PG,106.0,Miramax,Based on Play,Drama,Historical Fiction,Marc Forster,82.0,7.9,86828.0
Into the Wild,18354356.0,53813837.0,15272435.0,20000000.0,Sep 21 2007,R,147.0,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Sean Penn,82.0,8.2,99464.0
The Object of my Affection,29145924.0,29145924.0,,15000000.0,Apr 17 1998,R,112.0,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,50.0,5.9,8492.0
Orange County,41059716.0,43308707.0,,18000000.0,Jan 11 2002,PG-13,82.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,47.0,6.1,23742.0
Ocean's Eleven,183417150.0,450728529.0,,110000000.0,Dec 07 2001,PG-13,116.0,Warner Bros.,Remake,Comedy,Contemporary Fiction,Steven Soderbergh,81.0,7.6,139034.0
Ocean's Twelve,125531634.0,363531634.0,,85000000.0,Dec 10 2004,PG-13,125.0,Warner Bros.,Remake,Adventure,Contemporary Fiction,Steven Soderbergh,55.0,6.0,89861.0
Ocean's Thirteen,117144465.0,311744465.0,48258805.0,85000000.0,Jun 08 2007,PG-13,122.0,Warner Bros.,Remake,Adventure,Contemporary Fiction,Steven Soderbergh,70.0,6.9,76884.0
Any Given Sunday,75530832.0,100230832.0,,60000000.0,Dec 22 1999,R,162.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,49.0,6.6,48477.0
One Hour Photo,31597131.0,52223306.0,,12000000.0,Aug 21 2002,R,96.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,81.0,7.0,42134.0
One True Thing,23337196.0,26708196.0,,30000000.0,Sep 18 1998,R,127.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Carl Franklin,88.0,6.9,5591.0
Ong-Bak 2,102458.0,7583050.0,1238181.0,15000000.0,Sep 25 2009,R,97.0,Magnolia Pictures,Original Screenplay,Action,Contemporary Fiction,,,4.7,887.0
One Night with the King,13395961.0,13395961.0,20554010.0,20000000.0,Oct 13 2006,PG,124.0,Rocky Mountain Pictures,Based on Book/Short Story,Drama,Historical Fiction,Michael O. Sajbel,16.0,6.0,2993.0
Open Season,85105259.0,189901703.0,96622855.0,85000000.0,Sep 29 2006,PG,87.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,,47.0,6.0,52.0
Open Water,30500882.0,52100882.0,,500000.0,Aug 06 2004,R,79.0,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.9,23667.0
Open Range,58328680.0,68293719.0,,26000000.0,Aug 15 2003,R,139.0,Walt Disney Pictures,Based on Book/Short Story,Western,Historical Fiction,Kevin Costner,79.0,7.5,26438.0
Old School,75155000.0,86325829.0,,24000000.0,Feb 21 2003,R,91.0,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,60.0,7.0,60477.0
Outlander,166003.0,1250617.0,1757108.0,50000000.0,Jan 23 2009,R,115.0,Third Rail,Original Screenplay,Adventure,Science Fiction,,,6.4,18299.0
Out of Sight,37562568.0,37562568.0,,48000000.0,Jun 26 1998,R,129.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Steven Soderbergh,93.0,7.1,38263.0
Out of Time,41083108.0,55489826.0,,50000000.0,Oct 03 2003,PG-13,105.0,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Carl Franklin,65.0,4.9,151.0
The Out-of-Towners,28544120.0,28544120.0,,40000000.0,Apr 02 1999,PG-13,92.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,,24.0,4.9,6338.0
The Pacifier,113006880.0,198006880.0,,56000000.0,Mar 04 2005,PG,97.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,20.0,5.3,22590.0
The Passion of the Christ,370782930.0,611899420.0,618454.0,25000000.0,Feb 25 2004,R,127.0,Newmarket Films,Based on Book/Short Story,Drama,Dramatization,Mel Gibson,50.0,7.1,87326.0
Patch Adams,135041968.0,202200000.0,,50000000.0,Dec 25 1998,PG-13,110.0,Universal,Based on Real Life Events,Comedy,Contemporary Fiction,Tom Shadyac,24.0,6.3,31481.0
Payback,81526121.0,161626121.0,,50000000.0,Feb 05 1999,R,110.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,,51.0,5.8,304.0
Paycheck,53789313.0,89350576.0,,60000000.0,Dec 25 2003,PG-13,119.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Woo,28.0,6.1,35660.0
The Princess Diaries 2: Royal Engagement,95149435.0,122071435.0,,45000000.0,Aug 11 2004,G,115.0,Walt Disney Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Garry Marshall,,5.3,12439.0
The Princess Diaries,108244774.0,165334774.0,,30000000.0,Aug 03 2001,G,115.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Garry Marshall,46.0,5.9,23486.0
The Peacemaker,41263140.0,62967368.0,,50000000.0,Sep 26 1997,R,123.0,Dreamworks SKG,Based on Magazine Article,Action,Contemporary Fiction,Mimi Leder,45.0,5.8,21524.0
Peter Pan,48417850.0,95255485.0,,100000000.0,Dec 25 2003,PG,113.0,Universal,Based on Book/Short Story,Adventure,Fantasy,P.J. Hogan,76.0,7.1,16894.0
The Phantom of the Opera,51225796.0,158225796.0,,55000000.0,Dec 22 2004,PG-13,143.0,Warner Bros.,Based on Musical/Opera,Musical,Historical Fiction,Joel Schumacher,33.0,7.2,42832.0
Phone Booth,46566212.0,97837138.0,,11000000.0,Apr 04 2003,R,81.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,71.0,7.2,68874.0
The Pianist,32519322.0,120000000.0,,35000000.0,Dec 27 2002,R,149.0,Focus Features,Based on Real Life Events,Drama,Dramatization,Roman Polanski,,8.5,134516.0
Pirates of the Caribbean: The Curse of the Black Pearl,305411224.0,655011224.0,,125000000.0,Jul 09 2003,PG-13,143.0,Walt Disney Pictures,Disney Ride,Adventure,Fantasy,Gore Verbinski,,8.0,232719.0
Pirates of the Caribbean: Dead Man's Chest,423315812.0,1065659812.0,320830925.0,225000000.0,Jul 07 2006,PG-13,151.0,Walt Disney Pictures,Disney Ride,Adventure,Fantasy,Gore Verbinski,54.0,7.3,150446.0
Pirates of the Caribbean: At World's End,309420425.0,960996492.0,296060575.0,300000000.0,May 25 2007,PG-13,167.0,Walt Disney Pictures,Disney Ride,Adventure,Fantasy,Gore Verbinski,45.0,7.0,133241.0
The Chronicles of Riddick,57712751.0,107212751.0,,120000000.0,Jun 11 2004,PG-13,119.0,Universal,Original Screenplay,Adventure,Science Fiction,David Twohy,29.0,6.4,49383.0
Pitch Black,39235088.0,53182088.0,,23000000.0,Feb 18 2000,R,110.0,USA Films,Original Screenplay,Horror,Science Fiction,David Twohy,55.0,7.0,55217.0
Lake Placid,31770413.0,31770413.0,,27000000.0,Jul 16 1999,R,82.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Steve Miner,38.0,5.3,19382.0
The Back-up Plan,37490007.0,77090007.0,7571152.0,35000000.0,Apr 23 2010,PG-13,106.0,CBS Films,Original Screenplay,Romantic Comedy,Contemporary Fiction,,20.0,4.4,6981.0
Proof of Life,32598931.0,62761005.0,,65000000.0,Dec 08 2000,R,135.0,Warner Bros.,Based on Magazine Article,Action,Contemporary Fiction,Taylor Hackford,39.0,6.1,23099.0
Planet of the Apes,180011740.0,362211740.0,,100000000.0,Jul 27 2001,PG-13,120.0,20th Century Fox,Remake,Adventure,Science Fiction,Tim Burton,44.0,5.5,72763.0
The Players Club,23047939.0,23047939.0,,5000000.0,Apr 08 1998,R,104.0,New Line,Original Screenplay,Drama,Contemporary Fiction,,27.0,4.8,2072.0
Paranormal Activity,107918810.0,193770453.0,14051496.0,15000.0,Sep 25 2009,R,85.0,Paramount Pictures,Original Screenplay,Horror,Contemporary Fiction,Oren Peli,82.0,6.7,53455.0
The Punisher,33664370.0,54664370.0,,33000000.0,Apr 16 2004,R,124.0,Lionsgate,Based on Comic/Graphic Novel,Action,Super Hero,,30.0,6.4,50482.0
Pokemon 2000,43746923.0,133946923.0,,30000000.0,Jul 21 2000,G,99.0,Warner Bros.,Based on TV,Adventure,Kids Fiction,,,,
The Polar Express,181320597.0,305420597.0,,170000000.0,Nov 10 2004,G,99.0,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,Robert Zemeckis,56.0,6.7,28550.0
Along Came Polly,88073507.0,170360435.0,,42000000.0,Jan 16 2004,PG-13,90.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,26.0,5.8,38276.0
Peter Pan: Return to Neverland,48430258.0,109862682.0,,20000000.0,Feb 15 2002,G,72.0,Walt Disney Pictures,Based on Play,Adventure,Kids Fiction,,46.0,,
Practical Magic,46850558.0,68336997.0,,60000000.0,Oct 16 1998,PG-13,105.0,Warner Bros.,Based on Book/Short Story,Comedy,Fantasy,Griffin Dunne,21.0,5.5,20196.0
The Boat That Rocked,8017467.0,37472651.0,1374953.0,50000000.0,Nov 13 2009,R,134.0,Focus Features,Original Screenplay,Comedy,Historical Fiction,,,7.5,25415.0
Primary Colors,39017984.0,39017984.0,,65000000.0,Mar 20 1998,R,143.0,Universal,Based on Book/Short Story,Comedy,Dramatization,Mike Nichols,80.0,6.7,15340.0
Precious (Based on the Novel Push by Sapphire),47566524.0,63471431.0,20130576.0,10000000.0,Nov 06 2009,R,109.0,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Lee Daniels,,7.5,24504.0
Pride and Glory,15740721.0,43440721.0,11495577.0,30000000.0,Oct 24 2008,R,129.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,34.0,6.7,24596.0
The Road to Perdition,104054514.0,181054514.0,,80000000.0,Jul 12 2002,R,117.0,Dreamworks SKG,Based on Comic/Graphic Novel,Drama,Historical Fiction,Sam Mendes,,,
Predators,51920690.0,124549380.0,,40000000.0,Jul 09 2010,R,109.0,20th Century Fox,Original Screenplay,Action,,,63.0,6.9,22257.0
Perfume: The Story of a Murderer,2223293.0,132180323.0,7529604.0,63700000.0,Dec 27 2006,R,147.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Tom Tykwer,58.0,7.5,51704.0
The Prince & Me,28165882.0,29356757.0,,30000000.0,Apr 02 2004,PG,111.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martha Coolidge,,5.6,9547.0
The Pursuit of Happyness,162586036.0,306086036.0,90857430.0,55000000.0,Dec 15 2006,PG-13,116.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Gabriele Muccino,66.0,7.8,77939.0
Primer,424760.0,565846.0,,7000.0,Oct 08 2004,PG-13,80.0,ThinkFilm,Original Screenplay,Drama,Science Fiction,,,6.9,17454.0
Pearl Harbor,198539855.0,449239855.0,,151500000.0,May 25 2001,PG-13,183.0,Walt Disney Pictures,Based on Real Life Events,Action,Dramatization,Michael Bay,26.0,5.4,96186.0
Premonition,47852604.0,81461343.0,33241945.0,20000000.0,Mar 16 2007,PG-13,97.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,8.0,,
The Prince of Egypt,101413188.0,218600000.0,,60000000.0,Dec 18 1998,PG,97.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Dramatization,Steve Hickner,79.0,6.8,24569.0
Prom Night,43869350.0,57109687.0,8497205.0,18000000.0,Apr 11 2008,PG-13,85.0,Sony/Screen Gems,Remake,Horror,Contemporary Fiction,,8.0,5.1,4263.0
Panic Room,95308367.0,196308367.0,,48000000.0,Mar 29 2002,R,112.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,76.0,6.9,68737.0
The Proposal,163958031.0,317358031.0,83691948.0,40000000.0,Jun 19 2009,PG-13,107.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Anne Fletcher,43.0,5.4,397.0
Prince of Persia: Sands of Time,90755643.0,335055643.0,,200000000.0,May 28 2010,PG-13,103.0,Walt Disney Pictures,Based on Game,Action,Fantasy,Mike Newell,,,
The Prestige,53089891.0,107896006.0,45394364.0,40000000.0,Oct 20 2006,PG-13,131.0,Walt Disney Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Christopher Nolan,75.0,8.4,207322.0
The Postman,17650704.0,17650704.0,,80000000.0,Dec 25 1997,R,177.0,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Kevin Costner,10.0,5.5,24045.0
Psycho,21541218.0,37226218.0,,20000000.0,Dec 04 1998,R,100.0,Universal,Remake,Horror,Contemporary Fiction,Gus Van Sant,35.0,4.5,19769.0
The Patriot,113330342.0,215300000.0,,110000000.0,Jun 28 2000,R,165.0,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Roland Emmerich,62.0,6.9,78302.0
Punisher: War Zone,8050977.0,8199130.0,10872355.0,35000000.0,Dec 05 2008,R,101.0,Lionsgate,Based on Comic/Graphic Novel,Action,Super Hero,,26.0,6.1,20865.0
Push,31811527.0,44411527.0,16118548.0,38000000.0,Feb 06 2009,PG-13,111.0,Summit Entertainment,Original Screenplay,Thriller/Suspense,Science Fiction,,23.0,6.0,26623.0
The Painted Veil,8060487.0,15118795.0,7574035.0,19400000.0,Dec 20 2006,PG-13,125.0,Warner Independent,Based on Book/Short Story,Drama,Historical Fiction,,74.0,7.6,26331.0
Pay it Forward,33508922.0,33508922.0,,40000000.0,Oct 20 2000,PG-13,123.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Mimi Leder,40.0,6.8,36762.0
Queen of the Damned,30307804.0,30307804.0,,35000000.0,Feb 22 2002,R,101.0,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,,17.0,4.7,20268.0
The Queen,56441711.0,122840603.0,29161789.0,15000000.0,Sep 30 2006,PG-13,103.0,Miramax,Based on Real Life Events,Drama,Dramatization,Stephen Frears,97.0,7.6,34785.0
Quest for Camelot,22772500.0,38172500.0,,40000000.0,May 15 1998,G,85.0,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,,33.0,5.0,3053.0
Radio,52333738.0,53293628.0,,35000000.0,Oct 24 2003,PG,109.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,,35.0,6.9,12070.0
The Rainmaker,45916769.0,45916769.0,,40000000.0,Nov 21 1997,PG-13,135.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Francis Ford Coppola,84.0,6.9,20514.0
Random Hearts,31054924.0,63200000.0,,64000000.0,Oct 08 1999,R,133.0,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Sydney Pollack,15.0,4.8,11100.0
Rugrats in Paris,76501438.0,103284813.0,,30000000.0,Nov 17 2000,G,79.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,,
Rugrats Go Wild,39402572.0,55443032.0,,25000000.0,Jun 13 2003,PG,84.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,40.0,5.0,1847.0
Ratatouille,206445654.0,620495432.0,189134287.0,150000000.0,Jun 29 2007,G,111.0,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Brad Bird,96.0,8.1,131929.0
Ray,75305995.0,125305995.0,,40000000.0,Oct 29 2004,PG-13,152.0,Universal,Based on Real Life Events,Drama,Dramatization,Taylor Hackford,81.0,,
Robin Hood,105269730.0,310885538.0,,210000000.0,May 14 2010,PG-13,140.0,Universal,Traditional/Legend/Fairytale,Action,Historical Fiction,Ridley Scott,43.0,6.9,34501.0
Robots,128200012.0,260700012.0,,80000000.0,Mar 11 2005,PG,89.0,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,64.0,6.4,27361.0
Runaway Bride,152257509.0,308007919.0,,70000000.0,Jul 30 1999,PG,116.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,45.0,5.2,28497.0
Racing Stripes,49772522.0,93772522.0,,30000000.0,Jan 14 2005,PG,110.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,35.0,5.2,5086.0
Rocky Balboa,70269899.0,155720088.0,34669384.0,24000000.0,Dec 20 2006,PG,102.0,MGM,,Drama,Contemporary Fiction,Sylvester Stallone,76.0,7.4,63717.0
